Date,Adj Close
10-05-2007,21.10000038
11-05-2007,21.85000038
14-05-2007,22.29999924
15-05-2007,21
16-05-2007,22.94000053
17-05-2007,23.01000023
18-05-2007,22.98999977
21-05-2007,23.64999962
22-05-2007,23.95000076
23-05-2007,23.89999962
24-05-2007,23.04999924
25-05-2007,23.51000023
29-05-2007,23.23999977
30-05-2007,22.88999939
31-05-2007,22.89999962
01-06-2007,23.04000092
04-06-2007,23.29999924
05-06-2007,23.40999985
06-06-2007,23.11000061
07-06-2007,22.77000046
08-06-2007,22.42000008
11-06-2007,22.72999954
12-06-2007,22.62999916
13-06-2007,23.29999924
14-06-2007,23.72999954
15-06-2007,24.70999908
18-06-2007,26
19-06-2007,25.51000023
20-06-2007,25.34000015
21-06-2007,24.90999985
22-06-2007,24.20999908
25-06-2007,24.60000038
26-06-2007,23.93000031
27-06-2007,24.65999985
28-06-2007,24.56999969
29-06-2007,24.80999947
02-07-2007,25.37999916
03-07-2007,25.69000053
05-07-2007,26.35000038
06-07-2007,26.71999931
09-07-2007,26.68000031
10-07-2007,26.5
11-07-2007,26.76000023
12-07-2007,26.95000076
13-07-2007,28.17000008
16-07-2007,27.76000023
17-07-2007,27.72999954
18-07-2007,27.25
19-07-2007,27.78000069
20-07-2007,27.25
23-07-2007,27.37999916
24-07-2007,26.51000023
25-07-2007,25.64999962
26-07-2007,25.23999977
27-07-2007,25.28000069
30-07-2007,26.03000069
31-07-2007,25.95000076
01-08-2007,25.29999924
02-08-2007,26.39999962
03-08-2007,27
06-08-2007,26.44000053
07-08-2007,26.86000061
08-08-2007,27.04999924
09-08-2007,26.07999992
10-08-2007,25.10000038
13-08-2007,25.14999962
14-08-2007,24.76000023
15-08-2007,24.75
16-08-2007,24.39999962
17-08-2007,24.43000031
20-08-2007,25
21-08-2007,26.13999939
22-08-2007,27.11000061
23-08-2007,27.29999924
24-08-2007,27.36000061
27-08-2007,27.18000031
28-08-2007,26.19000053
29-08-2007,26.51000023
30-08-2007,26.63999939
31-08-2007,26.87000084
04-09-2007,27
05-09-2007,27.01000023
06-09-2007,27
07-09-2007,26.79000092
10-09-2007,26.86000061
11-09-2007,27.30999947
12-09-2007,27.79999924
13-09-2007,27.89999962
14-09-2007,27.95999908
17-09-2007,29.05999947
18-09-2007,30.22999954
19-09-2007,30.80999947
20-09-2007,29.94000053
21-09-2007,30.46999931
24-09-2007,30.19000053
25-09-2007,31
26-09-2007,33.04000092
27-09-2007,35.93999863
28-09-2007,34.93000031
01-10-2007,36.04000092
02-10-2007,37.25
03-10-2007,35.68999863
04-10-2007,33.90999985
05-10-2007,34.86999893
08-10-2007,34.40000153
09-10-2007,35.43999863
10-10-2007,36.56999969
11-10-2007,36.13000107
12-10-2007,36.33000183
15-10-2007,36.66999817
16-10-2007,35.58000183
17-10-2007,36.75
18-10-2007,35.16999817
19-10-2007,33.68000031
22-10-2007,32.38000107
23-10-2007,34.00999832
24-10-2007,33.15000153
25-10-2007,33.29999924
26-10-2007,33.81999969
29-10-2007,34.79999924
30-10-2007,34.84000015
31-10-2007,33.77000046
01-11-2007,32.20000076
02-11-2007,31.73999977
05-11-2007,32.15000153
06-11-2007,32.63999939
07-11-2007,32.27999878
08-11-2007,31.17000008
09-11-2007,30.11000061
12-11-2007,28.82999992
13-11-2007,29.35000038
14-11-2007,30.03000069
15-11-2007,29.54999924
16-11-2007,30.01000023
19-11-2007,29.62999916
20-11-2007,29.84000015
21-11-2007,29.96999931
23-11-2007,30.36000061
26-11-2007,30.98999977
27-11-2007,27.13999939
28-11-2007,27.54999924
29-11-2007,26.79999924
30-11-2007,26.59000015
03-12-2007,26.46999931
04-12-2007,27.44000053
05-12-2007,28.35000038
06-12-2007,29
07-12-2007,29.06999969
10-12-2007,29.11000061
11-12-2007,28.09000015
12-12-2007,28.31999969
13-12-2007,28.48999977
14-12-2007,28.03000069
17-12-2007,27.10000038
18-12-2007,27.14999962
19-12-2007,27.47999954
20-12-2007,28.09000015
21-12-2007,28.22999954
24-12-2007,28.85000038
26-12-2007,29.06999969
27-12-2007,28.31999969
28-12-2007,29.40999985
31-12-2007,28.56999969
02-01-2008,27.48999977
03-01-2008,26.97999954
04-01-2008,25.76000023
07-01-2008,24.93000031
08-01-2008,25.01000023
09-01-2008,25.67000008
10-01-2008,25.75
11-01-2008,25.46999931
14-01-2008,25.20999908
15-01-2008,24.86000061
16-01-2008,24.67000008
17-01-2008,24.13999939
18-01-2008,24.17000008
22-01-2008,23.89999962
23-01-2008,24.51000023
24-01-2008,23.77000046
25-01-2008,23.01000023
28-01-2008,23.89999962
29-01-2008,24.46999931
30-01-2008,23.70999908
31-01-2008,24.55999947
01-02-2008,25.30999947
04-02-2008,25.88999939
05-02-2008,24.56999969
06-02-2008,24.87000084
07-02-2008,25
08-02-2008,25.45999908
11-02-2008,25.89999962
12-02-2008,26.81999969
13-02-2008,28.22999954
14-02-2008,27.93000031
15-02-2008,28.37999916
19-02-2008,28.23999977
20-02-2008,28.39999962
21-02-2008,29.01000023
22-02-2008,29.5
25-02-2008,29.95000076
26-02-2008,29.82999992
27-02-2008,27.06999969
28-02-2008,27
29-02-2008,25.92000008
03-03-2008,26.46999931
04-03-2008,26.52000046
05-03-2008,26.68000031
06-03-2008,25.64999962
07-03-2008,25.37999916
10-03-2008,24.22999954
11-03-2008,25.09000015
12-03-2008,24.82999992
13-03-2008,25.30999947
14-03-2008,24.26000023
17-03-2008,23.05999947
18-03-2008,24.57999992
19-03-2008,23.62000084
20-03-2008,23.79999924
24-03-2008,24.79999924
25-03-2008,24.95000076
26-03-2008,24.69000053
27-03-2008,25.79000092
28-03-2008,25.87000084
31-03-2008,26.01000023
01-04-2008,26.79999924
02-04-2008,27.5
03-04-2008,27.73999977
04-04-2008,27.70999908
07-04-2008,26.92000008
08-04-2008,26.29999924
09-04-2008,25.92000008
10-04-2008,26.57999992
11-04-2008,25.54999924
14-04-2008,25.30999947
15-04-2008,25.52000046
16-04-2008,26.76000023
17-04-2008,26.80999947
18-04-2008,27.54999924
21-04-2008,27.68000031
22-04-2008,27.02000046
23-04-2008,26.69000053
24-04-2008,27.35000038
25-04-2008,27.10000038
28-04-2008,26.87999916
29-04-2008,26.85000038
30-04-2008,27.45999908
01-05-2008,28.40999985
02-05-2008,28.88999939
05-05-2008,28.75
06-05-2008,28.88999939
07-05-2008,28.89999962
08-05-2008,29.75
09-05-2008,29.59000015
12-05-2008,29.79999924
13-05-2008,29.95999908
14-05-2008,29.85000038
15-05-2008,29.88999939
16-05-2008,30.20000076
19-05-2008,31.31999969
20-05-2008,31.94000053
21-05-2008,31.14999962
22-05-2008,31.03000069
23-05-2008,30.39999962
27-05-2008,30.62000084
28-05-2008,30.95999908
29-05-2008,31.12999916
30-05-2008,32.20999908
02-06-2008,31.69000053
03-06-2008,31.62999916
04-06-2008,31.57999992
05-06-2008,32.25
06-06-2008,31.63999939
09-06-2008,31.5
10-06-2008,31.27000046
11-06-2008,30.68000031
12-06-2008,31.39999962
13-06-2008,32.79000092
16-06-2008,34
17-06-2008,34.13000107
18-06-2008,32.52000046
19-06-2008,31.79999924
20-06-2008,31.04999924
23-06-2008,31.06999969
24-06-2008,31.57999992
25-06-2008,31.95000076
26-06-2008,31.44000053
27-06-2008,33.13000107
30-06-2008,32.52999878
01-07-2008,33.18000031
02-07-2008,32.11000061
03-07-2008,31.09000015
07-07-2008,29.88999939
08-07-2008,30.57999992
09-07-2008,30.19000053
10-07-2008,30
11-07-2008,29.75
14-07-2008,29.94000053
15-07-2008,29.48999977
16-07-2008,29.94000053
17-07-2008,29.36000061
18-07-2008,29.13999939
21-07-2008,29.56999969
22-07-2008,29.30999947
23-07-2008,29.31999969
24-07-2008,27.90999985
25-07-2008,28.10000038
28-07-2008,27.70999908
29-07-2008,27.87999916
30-07-2008,28.89999962
31-07-2008,28.46999931
01-08-2008,28.20000076
04-08-2008,27.56999969
05-08-2008,28.05999947
06-08-2008,28.81999969
07-08-2008,29.86000061
08-08-2008,30.67000008
11-08-2008,30.51000023
12-08-2008,31.36000061
13-08-2008,31.77000046
14-08-2008,32.11999893
15-08-2008,31.85000038
18-08-2008,31.70000076
19-08-2008,31.39999962
20-08-2008,31.80999947
21-08-2008,31.69000053
22-08-2008,31.79999924
25-08-2008,30.5
26-08-2008,30.98999977
27-08-2008,31.23999977
28-08-2008,31.22999954
29-08-2008,31.95999908
02-09-2008,30.87999916
03-09-2008,29.54999924
04-09-2008,27.81999969
05-09-2008,28.03000069
08-09-2008,27.96999931
09-09-2008,24.06999969
10-09-2008,25.59000015
11-09-2008,24.72999954
12-09-2008,25.69000053
15-09-2008,24.54000092
16-09-2008,24.63999939
17-09-2008,23.72999954
18-09-2008,25.12000084
19-09-2008,27.28000069
22-09-2008,26.36000061
23-09-2008,25.13999939
24-09-2008,24.87999916
25-09-2008,24.68000031
26-09-2008,24.45999908
29-09-2008,23.21999931
30-09-2008,24.44000053
01-10-2008,23.22999954
02-10-2008,20.46999931
03-10-2008,19.79000092
06-10-2008,18.54999924
07-10-2008,19.12000084
08-10-2008,18.18000031
09-10-2008,17.20999908
10-10-2008,16.37000084
13-10-2008,18.59000015
14-10-2008,18.94000053
15-10-2008,16.37999916
16-10-2008,17.51000023
17-10-2008,17.72999954
20-10-2008,19.25
21-10-2008,18.75
22-10-2008,17.19000053
23-10-2008,15.69999981
24-10-2008,15.39000034
27-10-2008,15.22000027
28-10-2008,16.36000061
29-10-2008,17.37999916
30-10-2008,17.89999962
31-10-2008,17.62999916
03-11-2008,17.65999985
04-11-2008,19.38999939
05-11-2008,17.30999947
06-11-2008,16.31999969
07-11-2008,16.87999916
10-11-2008,17.30999947
11-11-2008,17.60000038
12-11-2008,18.78000069
13-11-2008,21.51000023
14-11-2008,19.80999947
17-11-2008,19.34000015
18-11-2008,19.60000038
19-11-2008,20.77000046
20-11-2008,20.47999954
21-11-2008,21.10000038
24-11-2008,24.64999962
25-11-2008,26.77000046
26-11-2008,26.78000069
28-11-2008,26.48999977
01-12-2008,23.94000053
02-12-2008,25.62000084
03-12-2008,26.19000053
04-12-2008,25.29000092
05-12-2008,27.59000015
08-12-2008,30.5
09-12-2008,29.39999962
10-12-2008,29.22999954
11-12-2008,28.64999962
12-12-2008,28.69000053
15-12-2008,25.94000053
16-12-2008,29.04999924
17-12-2008,30
18-12-2008,29.51000023
19-12-2008,29.20000076
22-12-2008,28.12000084
23-12-2008,28.71999931
24-12-2008,28.72999954
26-12-2008,30.12999916
29-12-2008,29.20000076
30-12-2008,28
31-12-2008,30.72999954
02-01-2009,32.34000015
05-01-2009,31.43000031
06-01-2009,30.68000031
07-01-2009,28.59000015
08-01-2009,29.15999985
09-01-2009,29.60000038
12-01-2009,27.42000008
13-01-2009,28.03000069
14-01-2009,24.44000053
15-01-2009,25.10000038
16-01-2009,26.60000038
20-01-2009,25.01000023
21-01-2009,26.39999962
22-01-2009,25
23-01-2009,25.63999939
26-01-2009,26.36000061
27-01-2009,26.75
28-01-2009,27.51000023
29-01-2009,25.96999931
30-01-2009,25.30999947
02-02-2009,24.34000015
03-02-2009,25.04999924
04-02-2009,25.32999992
05-02-2009,25.46999931
06-02-2009,26.69000053
09-02-2009,27.29999924
10-02-2009,27.35000038
11-02-2009,26.67000008
12-02-2009,26.18000031
13-02-2009,25.59000015
17-02-2009,22.59000015
18-02-2009,21.81999969
19-02-2009,21.88999939
20-02-2009,22
23-02-2009,21.68000031
24-02-2009,22.62999916
25-02-2009,24.55999947
26-02-2009,24.48999977
27-02-2009,24.53000069
02-03-2009,22.60000038
03-03-2009,20.29999924
04-03-2009,21.31999969
05-03-2009,21.01000023
06-03-2009,21.17000008
09-03-2009,21.77000046
10-03-2009,23.93000031
11-03-2009,24
12-03-2009,25.09000015
13-03-2009,25.76000023
16-03-2009,24.80999947
17-03-2009,26.12000084
18-03-2009,25.71999931
19-03-2009,25.04000092
20-03-2009,24.51000023
23-03-2009,26
24-03-2009,25.62000084
25-03-2009,26.27000046
26-03-2009,27.20000076
27-03-2009,26.54999924
30-03-2009,25.47999954
31-03-2009,26.07999992
01-04-2009,26.48999977
02-04-2009,27.64999962
03-04-2009,28.57999992
06-04-2009,27.92000008
07-04-2009,26.85000038
08-04-2009,26.46999931
09-04-2009,28.32999992
13-04-2009,28
14-04-2009,26.98999977
15-04-2009,27.38999939
16-04-2009,27.75
17-04-2009,27.20999908
20-04-2009,26.34000015
21-04-2009,27.44000053
22-04-2009,26.76000023
23-04-2009,25.44000053
24-04-2009,25.47999954
27-04-2009,25.20000076
28-04-2009,25.61000061
29-04-2009,25.75
30-04-2009,25.72999954
01-05-2009,25.20999908
04-05-2009,26.63999939
05-05-2009,27.59000015
06-05-2009,28.23999977
07-05-2009,29.59000015
08-05-2009,31.03000069
11-05-2009,30.15999985
12-05-2009,30.27000046
13-05-2009,29.34000015
14-05-2009,29.63999939
15-05-2009,29.79000092
18-05-2009,30.55999947
19-05-2009,30.55999947
20-05-2009,29.59000015
21-05-2009,29.21999931
22-05-2009,29.23999977
26-05-2009,30.98999977
27-05-2009,30.97999954
28-05-2009,31.59000015
29-05-2009,31.90999985
01-06-2009,31.18000031
02-06-2009,31.47999954
03-06-2009,30.53000069
04-06-2009,30.73999977
05-06-2009,30.89999962
08-06-2009,30.34000015
09-06-2009,30.20000076
10-06-2009,30.70999908
11-06-2009,31.09000015
12-06-2009,30.67000008
15-06-2009,29.84000015
16-06-2009,29.20000076
17-06-2009,29.05999947
18-06-2009,29.78000069
19-06-2009,30.37999916
22-06-2009,29.06999969
23-06-2009,28.54000092
24-06-2009,29
25-06-2009,29.37999916
26-06-2009,29.23999977
29-06-2009,32
30-06-2009,32
01-07-2009,31.35000038
02-07-2009,29.68000031
06-07-2009,29.79999924
07-07-2009,29.13999939
08-07-2009,29.57999992
09-07-2009,30.37999916
10-07-2009,30.65999985
13-07-2009,30.79999924
14-07-2009,30.54999924
15-07-2009,31.10000038
16-07-2009,31.37000084
17-07-2009,31.54999924
20-07-2009,32.04000092
21-07-2009,31.90999985
22-07-2009,32.20000076
23-07-2009,32.90999985
24-07-2009,32.99000168
27-07-2009,32.68999863
28-07-2009,32.16999817
29-07-2009,31.95999908
30-07-2009,32.20999908
31-07-2009,32.40000153
03-08-2009,32.34999847
04-08-2009,31.57999992
05-08-2009,31.80999947
06-08-2009,29.51000023
07-08-2009,31.39999962
10-08-2009,30.45999908
11-08-2009,30.29000092
12-08-2009,30.04999924
13-08-2009,29.56999969
14-08-2009,28.73999977
17-08-2009,28.05999947
18-08-2009,28.04999924
19-08-2009,28.61000061
20-08-2009,28.75
21-08-2009,28.18000031
24-08-2009,27.61000061
25-08-2009,27.73999977
26-08-2009,28.42000008
27-08-2009,28.28000069
28-08-2009,27.80999947
31-08-2009,27.40999985
01-09-2009,27.23999977
02-09-2009,27.21999931
03-09-2009,28.01000023
04-09-2009,28.21999931
08-09-2009,28.63999939
09-09-2009,28.23999977
10-09-2009,28.29999924
11-09-2009,27.93000031
14-09-2009,28.13999939
15-09-2009,27.84000015
16-09-2009,28.29999924
17-09-2009,28.79999924
18-09-2009,28.79000092
21-09-2009,27.75
22-09-2009,27.73999977
23-09-2009,27.35000038
24-09-2009,26.94000053
25-09-2009,26.20000076
28-09-2009,26.61000061
29-09-2009,27.54999924
30-09-2009,27.13999939
01-10-2009,26.64999962
02-10-2009,26.32999992
05-10-2009,26.38999939
06-10-2009,26.03000069
07-10-2009,26.02000046
08-10-2009,26.37999916
09-10-2009,26.22999954
12-10-2009,26
13-10-2009,25.64999962
14-10-2009,25.67000008
15-10-2009,26.05999947
16-10-2009,25.87999916
19-10-2009,26.18000031
20-10-2009,25.85000038
21-10-2009,25.64999962
22-10-2009,25.69000053
23-10-2009,25.57999992
26-10-2009,26.85000038
27-10-2009,26.48999977
28-10-2009,25.79999924
29-10-2009,26.29000092
30-10-2009,25.23999977
02-11-2009,25.37000084
03-11-2009,25.11000061
04-11-2009,25.38999939
05-11-2009,25.89999962
06-11-2009,25.27000046
09-11-2009,25.43000031
10-11-2009,25.27000046
11-11-2009,25.46999931
12-11-2009,26.71999931
13-11-2009,28.01000023
16-11-2009,28.44000053
17-11-2009,28.04000092
18-11-2009,28.04999924
19-11-2009,27.18000031
20-11-2009,27.07999992
23-11-2009,27.44000053
24-11-2009,26.96999931
25-11-2009,26.46999931
27-11-2009,25.48999977
30-11-2009,25.39999962
01-12-2009,24.98999977
02-12-2009,24.45000076
03-12-2009,24.54000092
04-12-2009,24.59000015
07-12-2009,24.62999916
08-12-2009,24.30999947
09-12-2009,24.73999977
10-12-2009,25.12999916
11-12-2009,25.15999985
14-12-2009,26.21999931
15-12-2009,26.98999977
16-12-2009,26.86000061
17-12-2009,26.81999969
18-12-2009,27.20000076
21-12-2009,27.42000008
22-12-2009,27.61000061
23-12-2009,27.95999908
24-12-2009,28.02000046
28-12-2009,28.40999985
29-12-2009,28.14999962
30-12-2009,27.75
31-12-2009,27.5
04-01-2010,28.14999962
05-01-2010,28.45999908
06-01-2010,29.19000053
07-01-2010,30.17000008
08-01-2010,30.47999954
11-01-2010,29.98999977
12-01-2010,29.62000084
13-01-2010,29.69000053
14-01-2010,29.42000008
15-01-2010,28.89999962
19-01-2010,28.98999977
20-01-2010,28.70999908
21-01-2010,28.40999985
22-01-2010,28.07999992
25-01-2010,28.23999977
26-01-2010,28.17000008
27-01-2010,27.97999954
28-01-2010,27.38999939
29-01-2010,26.96999931
01-02-2010,26.82999992
02-02-2010,27.20000076
03-02-2010,26.95000076
04-02-2010,25.92000008
05-02-2010,25.45000076
08-02-2010,25.79999924
09-02-2010,27.46999931
10-02-2010,27.30999947
11-02-2010,27.30999947
12-02-2010,27.43000031
16-02-2010,27.37000084
17-02-2010,27.54000092
18-02-2010,27.62000084
19-02-2010,27.65999985
22-02-2010,27.20000076
23-02-2010,26.81999969
24-02-2010,27.06999969
25-02-2010,27.28000069
26-02-2010,27.10000038
01-03-2010,27.29000092
02-03-2010,27.20000076
03-03-2010,28.04000092
04-03-2010,28.14999962
05-03-2010,28.67000008
08-03-2010,28.32999992
09-03-2010,28.25
10-03-2010,28.36000061
11-03-2010,28.29000092
12-03-2010,28.32999992
15-03-2010,28.12999916
16-03-2010,28.37999916
17-03-2010,28.79000092
18-03-2010,28.56999969
19-03-2010,29.35000038
22-03-2010,29.51000023
23-03-2010,29.78000069
24-03-2010,29.53000069
25-03-2010,29.45000076
26-03-2010,29.38999939
29-03-2010,29.09000015
30-03-2010,28.67000008
31-03-2010,28.37000084
01-04-2010,29.26000023
05-04-2010,29.29000092
06-04-2010,29.22999954
07-04-2010,28.69000053
08-04-2010,28.62000084
09-04-2010,28.75
12-04-2010,29.10000038
13-04-2010,29.47999954
14-04-2010,29.5
15-04-2010,29.5
16-04-2010,29.04999924
19-04-2010,28.87000084
20-04-2010,29.56999969
21-04-2010,29.95999908
22-04-2010,30.72999954
23-04-2010,30.71999931
26-04-2010,30.62000084
27-04-2010,30.01000023
28-04-2010,29.98999977
29-04-2010,30.55999947
30-04-2010,30.06999969
03-05-2010,30.45000076
04-05-2010,29.53000069
05-05-2010,29.30999947
06-05-2010,27.98999977
07-05-2010,26.39999962
10-05-2010,27.37999916
11-05-2010,27.37999916
12-05-2010,28.12999916
13-05-2010,27.93000031
14-05-2010,26.84000015
17-05-2010,26.77000046
18-05-2010,26.54999924
19-05-2010,26.20999908
20-05-2010,24.92000008
21-05-2010,25.56999969
24-05-2010,24.94000053
25-05-2010,24.85000038
26-05-2010,24.39999962
27-05-2010,25.65999985
28-05-2010,25.37999916
01-06-2010,24.55999947
02-06-2010,25.06999969
03-06-2010,25.29000092
04-06-2010,24.62000084
07-06-2010,23.70999908
08-06-2010,23.45999908
09-06-2010,23.81999969
10-06-2010,24.48999977
11-06-2010,24.60000038
14-06-2010,24.54000092
15-06-2010,25.35000038
16-06-2010,25.37999916
17-06-2010,25.34000015
18-06-2010,25.26000023
21-06-2010,24.95000076
22-06-2010,24.23999977
23-06-2010,24.36000061
24-06-2010,23.72999954
25-06-2010,23.78000069
28-06-2010,23.82999992
29-06-2010,22.94000053
30-06-2010,23.05999947
01-07-2010,22.02000046
02-07-2010,22.10000038
06-07-2010,22.14999962
07-07-2010,22.62000084
08-07-2010,23.21999931
09-07-2010,23.73999977
12-07-2010,23.52000046
13-07-2010,24.34000015
14-07-2010,24.17000008
15-07-2010,24.26000023
16-07-2010,23.27000046
19-07-2010,23.21999931
20-07-2010,23.88999939
21-07-2010,23.37000084
22-07-2010,24.56999969
23-07-2010,24.86000061
26-07-2010,25.39999962
27-07-2010,25.29999924
28-07-2010,24.87000084
29-07-2010,24.37999916
30-07-2010,24.13999939
02-08-2010,25.19000053
